year,department,sex,age_group,value
2021,45,All,80-84,18835
2021,45,All,85-89,14073
2021,45,All,90-94,7139
2021,45,All,95+,2313
2021,45,All,Total,683940
2021,46,All,0-4,7013
2021,46,All,5-9,7926
2021,46,All,10-14,9272
2021,46,All,15-19,8641
2021,46,All,20-24,6216
2021,46,All,25-29,6600
2021,46,All,30-34,7918
2021,46,All,35-39,8672
2021,46,All,40-44,9123
2021,46,All,45-49,11024
2021,46,All,50-54,11649
2021,46,All,55-59,13175
2021,46,All,60-64,14224
2021,46,All,65-69,14355
2021,46,All,70-74,14231
2021,46,All,75-79,8739
2021,46,All,80-84,7235
2021,46,All,85-89,5242
2021,46,All,90-94,2760
2021,46,All,95+,892
2021,46,All,Total,174907
2021,47,All,0-4,14823
2021,47,All,5-9,17737
2021,47,All,10-14,19337
2021,47,All,15-19,18363
2021,47,All,20-24,14619
2021,47,All,25-29,14083
2021,47,All,30-34,16271
2021,47,All,35-39,17949
2021,47,All,40-44,17896
2021,47,All,45-49,20532
2021,47,All,50-54,22029
2021,47,All,55-59,23382
2021,47,All,60-64,23222
2021,47,All,65-69,23388
2021,47,All,70-74,22962
2021,47,All,75-79,15232
2021,47,All,80-84,12285
2021,47,All,85-89,9398
2021,47,All,90-94,4859
2021,47,All,95+,1622
2021,47,All,Total,329989
2021,48,All,0-4,3314
2021,48,All,5-9,3883
2021,48,All,10-14,4499
2021,48,All,15-19,4234
2021,48,All,20-24,3483
2021,48,All,25-29,3390
2021,48,All,30-34,3797
2021,48,All,35-39,4280
2021,48,All,40-44,4256
2021,48,All,45-49,5011
2021,48,All,50-54,5502
2021,48,All,55-59,5516
2021,48,All,60-64,5587
2021,48,All,65-69,5478
2021,48,All,70-74,5347
2021,48,All,75-79,3083
2021,48,All,80-84,2647
2021,48,All,85-89,1946
2021,48,All,90-94,1026
2021,48,All,95+,314
2021,48,All,Total,76593
2021,49,All,0-4,42262
2021,49,All,5-9,50773
2021,49,All,10-14,55377
2021,49,All,15-19,57616
2021,49,All,20-24,51476
2021,49,All,25-29,42951
2021,49,All,30-34,45907
2021,49,All,35-39,49489
2021,49,All,40-44,49230
2021,49,All,45-49,53296
2021,49,All,50-54,51334
2021,49,All,55-59,51671
2021,49,All,60-64,49763
2021,49,All,65-69,47022
2021,49,All,70-74,44584
2021,49,All,75-79,26345
2021,49,All,80-84,23186
2021,49,All,85-89,18086
2021,49,All,90-94,9511
2021,49,All,95+,3173
2021,49,All,Total,823052
2021,50,All,0-4,22594
2021,50,All,5-9,27138
2021,50,All,10-14,29542
2021,50,All,15-19,27743
2021,50,All,20-24,21870
2021,50,All,25-29,22679
2021,50,All,30-34,26046
2021,50,All,35-39,27479
2021,50,All,40-44,27544
2021,50,All,45-49,30884
2021,50,All,50-54,32872
2021,50,All,55-59,35866
2021,50,All,60-64,35904
2021,50,All,65-69,34359
2021,50,All,70-74,33376
2021,50,All,75-79,19011
2021,50,All,80-84,17622
2021,50,All,85-89,13499
2021,50,All,90-94,6461
2021,50,All,95+,1985
2021,50,All,Total,494474
2021,51,All,0-4,29499
2021,51,All,5-9,34100
2021,51,All,10-14,35052
2021,51,All,15-19,36404
2021,51,All,20-24,37080
2021,51,All,25-29,33181
2021,51,All,30-34,34347
2021,51,All,35-39,34721
2021,51,All,40-44,33163
2021,51,All,45-49,36559
2021,51,All,50-54,36518
2021,51,All,55-59,35939
2021,51,All,60-64,34514
2021,51,All,65-69,33101
2021,51,All,70-74,31844
2021,51,All,75-79,17298
2021,51,All,80-84,15000
2021,51,All,85-89,10530
2021,51,All,90-94,5161
2021,51,All,95+,1674
2021,51,All,Total,565685
2021,52,All,0-4,7467
2021,52,All,5-9,9073
2021,52,All,10-14,9628
2021,52,All,15-19,9332
2021,52,All,20-24,7919
2021,52,All,25-29,8293
2021,52,All,30-34,9227
2021,52,All,35-39,9289
2021,52,All,40-44,9099
2021,52,All,45-49,10575
2021,52,All,50-54,11362
2021,52,All,55-59,12450
2021,52,All,60-64,12481
2021,52,All,65-69,12166
2021,52,All,70-74,11805
2021,52,All,75-79,6660
2021,52,All,80-84,6054
2021,52,All,85-89,4419
2021,52,All,90-94,2276
2021,52,All,95+,705
2021,52,All,Total,170280
2021,53,All,0-4,15881
2021,53,All,5-9,18998
2021,53,All,10-14,20956
2021,53,All,15-19,19481
2021,53,All,20-24,15559
2021,53,All,25-29,14170
2021,53,All,30-34,15869
2021,53,All,35-39,17381
2021,53,All,40-44,18122
2021,53,All,45-49,20118
2021,53,All,50-54,20349
2021,53,All,55-59,20236
2021,53,All,60-64,19680
2021,53,All,65-69,18334
2021,53,All,70-74,18018
2021,53,All,75-79,10168
2021,53,All,80-84,9637
2021,53,All,85-89,7763
2021,53,All,90-94,3909
2021,53,All,95+,1414
2021,53,All,Total,306043
2021,54,All,0-4,36036
2021,54,All,5-9,41566
2021,54,All,10-14,43619
2021,54,All,15-19,47823
2021,54,All,20-24,51620
2021,54,All,25-29,43886
2021,54,All,30-34,44825
2021,54,All,35-39,46248
2021,54,All,40-44,43715
2021,54,All,45-49,46348
2021,54,All,50-54,46172
2021,54,All,55-59,46900
2021,54,All,60-64,45262
2021,54,All,65-69,42313
2021,54,All,70-74,39178
2021,54,All,75-79,21670
2021,54,All,80-84,20425
2021,54,All,85-89,14745
2021,54,All,90-94,7038
2021,54,All,95+,2001
2021,54,All,Total,731390
2021,55,All,0-4,8237
2021,55,All,5-9,10281
2021,55,All,10-14,11086
2021,55,All,15-19,10517
2021,55,All,20-24,8562
2021,55,All,25-29,8456
2021,55,All,30-34,9854
2021,55,All,35-39,10824
2021,55,All,40-44,10203
2021,55,All,45-49,11568
2021,55,All,50-54,12119
2021,55,All,55-59,12956
2021,55,All,60-64,12998
2021,55,All,65-69,12867
2021,55,All,70-74,11779
2021,55,All,75-79,6138
2021,55,All,80-84,5666
2021,55,All,85-89,4377
2021,55,All,90-94,2053
2021,55,All,95+,624
2021,55,All,Total,181165
2021,56,All,0-4,34812
2021,56,All,5-9,42255
2021,56,All,10-14,46856
2021,56,All,15-19,45109
2021,56,All,20-24,34824
2021,56,All,25-29,31826
2021,56,All,30-34,37943
2021,56,All,35-39,43391
2021,56,All,40-44,44528
2021,56,All,45-49,50653
2021,56,All,50-54,51458
2021,56,All,55-59,53287
2021,56,All,60-64,55867
2021,56,All,65-69,54253
2021,56,All,70-74,54195
2021,56,All,75-79,30027
2021,56,All,80-84,26724
2021,56,All,85-89,19201
2021,56,All,90-94,8817
2021,56,All,95+,2591
2021,56,All,Total,768617
2021,57,All,0-4,52085
2021,57,All,5-9,59860
2021,57,All,10-14,61628
2021,57,All,15-19,59673
2021,57,All,20-24,55516
2021,57,All,25-29,57880
2021,57,All,30-34,65711
2021,57,All,35-39,68754
2021,57,All,40-44,64388
2021,57,All,45-49,68506
2021,57,All,50-54,71137
2021,57,All,55-59,75865
2021,57,All,60-64,72027
2021,57,All,65-69,65153
2021,57,All,70-74,55414
2021,57,All,75-79,33091
2021,57,All,80-84,30578
2021,57,All,85-89,20602
2021,57,All,90-94,9312
2021,57,All,95+,2432
2021,57,All,Total,1049612
2021,58,All,0-4,8016
2021,58,All,5-9,9430
2021,58,All,10-14,10491
2021,58,All,15-19,10671
2021,58,All,20-24,8400
2021,58,All,25-29,8012
2021,58,All,30-34,8896
2021,58,All,35-39,10106
2021,58,All,40-44,10406
2021,58,All,45-49,11945
2021,58,All,50-54,13180
2021,58,All,55-59,14350
2021,58,All,60-64,15544
2021,58,All,65-69,16396
2021,58,All,70-74,16320
2021,58,All,75-79,9525
2021,58,All,80-84,8549
2021,58,All,85-89,6407
2021,58,All,90-94,3357
2021,58,All,95+,1016
2021,58,All,Total,201017
2021,59,All,0-4,148917
2021,59,All,5-9,171596
2021,59,All,10-14,175123
2021,59,All,15-19,179555
2021,59,All,20-24,175507
2021,59,All,25-29,158983
2021,59,All,30-34,165863
2021,59,All,35-39,168740
2021,59,All,40-44,160626
2021,59,All,45-49,168377
2021,59,All,50-54,161253
2021,59,All,55-59,159127
2021,59,All,60-64,149219
2021,59,All,65-69,138503
2021,59,All,70-74,128662
2021,59,All,75-79,67297
2021,59,All,80-84,59900
2021,59,All,85-89,43233
2021,59,All,90-94,20548
2021,59,All,95+,6306
2021,59,All,Total,2607335
2021,60,All,0-4,49207
2021,60,All,5-9,56278
2021,60,All,10-14,58418
2021,60,All,15-19,54386
2021,60,All,20-24,43884
2021,60,All,25-29,43888
2021,60,All,30-34,51962
2021,60,All,35-39,53685
2021,60,All,40-44,53623
2021,60,All,45-49,57730
2021,60,All,50-54,56157
2021,60,All,55-59,54829
2021,60,All,60-64,49159
2021,60,All,65-69,45350
2021,60,All,70-74,40953
2021,60,All,75-79,22636
2021,60,All,80-84,17839
2021,60,All,85-89,12774
2021,60,All,90-94,5988
2021,60,All,95+,1814
2021,60,All,Total,830560
2021,61,All,0-4,12493
2021,61,All,5-9,14805
2021,61,All,10-14,16701
2021,61,All,15-19,15984
2021,61,All,20-24,12880
2021,61,All,25-29,11989
2021,61,All,30-34,12839
2021,61,All,35-39,14612
2021,61,All,40-44,14653
2021,61,All,45-49,17165
2021,61,All,50-54,18515
2021,61,All,55-59,19420
2021,61,All,60-64,20026
2021,61,All,65-69,20037
2021,61,All,70-74,19462
2021,61,All,75-79,11229
2021,61,All,80-84,10245
2021,61,All,85-89,8090
2021,61,All,90-94,4077
2021,61,All,95+,1378
2021,61,All,Total,276600
2021,62,All,0-4,78873
2021,62,All,5-9,94120
2021,62,All,10-14,99978
2021,62,All,15-19,94880
2021,62,All,20-24,81617
2021,62,All,25-29,74416
2021,62,All,30-34,86917
2021,62,All,35-39,91914
2021,62,All,40-44,88469
2021,62,All,45-49,96919
2021,62,All,50-54,93833
2021,62,All,55-59,95245
2021,62,All,60-64,92824
2021,62,All,65-69,88012
2021,62,All,70-74,80831
2021,62,All,75-79,40322
2021,62,All,80-84,36884
2021,62,All,85-89,26916
2021,62,All,90-94,12705
2021,62,All,95+,3663
2021,62,All,Total,1459338
2021,63,All,0-4,32083
2021,63,All,5-9,35970
2021,63,All,10-14,38749
2021,63,All,15-19,42142
2021,63,All,20-24,40815
2021,63,All,25-29,35591
2021,63,All,30-34,38199
2021,63,All,35-39,39827
2021,63,All,40-44,39883
2021,63,All,45-49,44064
2021,63,All,50-54,43245
2021,63,All,55-59,42980
2021,63,All,60-64,42354
2021,63,All,65-69,41113
2021,63,All,70-74,39834
2021,63,All,75-79,24416
2021,63,All,80-84,19192
2021,63,All,85-89,14385
2021,63,All,90-94,7177
2021,63,All,95+,2170
2021,63,All,Total,664189
2021,64,All,0-4,31151
2021,64,All,5-9,35924
2021,64,All,10-14,38597
2021,64,All,15-19,38910
2021,64,All,20-24,33239
2021,64,All,25-29,32497
2021,64,All,30-34,37436
2021,64,All,35-39,40675
2021,64,All,40-44,42092
2021,64,All,45-49,45632
2021,64,All,50-54,47783
2021,64,All,55-59,48436
2021,64,All,60-64,46865
2021,64,All,65-69,44922
2021,64,All,70-74,44012
2021,64,All,75-79,28748
2021,64,All,80-84,23654
2021,64,All,85-89,18146
2021,64,All,90-94,9066
2021,64,All,95+,3135
2021,64,All,Total,690920
2021,65,All,0-4,9565
2021,65,All,5-9,11060
2021,65,All,10-14,12269
2021,65,All,15-19,12772
2021,65,All,20-24,11243
2021,65,All,25-29,9831
2021,65,All,30-34,11356
2021,65,All,35-39,12176
2021,65,All,40-44,12577
2021,65,All,45-49,14411
2021,65,All,50-54,15759
2021,65,All,55-59,16768
2021,65,All,60-64,16876
2021,65,All,65-69,16724
2021,65,All,70-74,16262
2021,65,All,75-79,10130
2021,65,All,80-84,8622
2021,65,All,85-89,6963
2021,65,All,90-94,3591
2021,65,All,95+,1188
2021,65,All,Total,230143
2021,66,All,0-4,22168
2021,66,All,5-9,26656
2021,66,All,10-14,28657
2021,66,All,15-19,27106
2021,66,All,20-24,22392
2021,66,All,25-29,21072
2021,66,All,30-34,24401
2021,66,All,35-39,26297
2021,66,All,40-44,27915
2021,66,All,45-49,30980
2021,66,All,50-54,32044
2021,66,All,55-59,33311
2021,66,All,60-64,33022
2021,66,All,65-69,33670
2021,66,All,70-74,34695
2021,66,All,75-79,22572
2021,66,All,80-84,17447
2021,66,All,85-89,12864
2021,66,All,90-94,6380
2021,66,All,95+,2002
2021,66,All,Total,485651
2021,67,All,0-4,58699
2021,67,All,5-9,65167
2021,67,All,10-14,68192
2021,67,All,15-19,69430
2021,67,All,20-24,74822
2021,67,All,25-29,70869
2021,67,All,30-34,73237
2021,67,All,35-39,73965
2021,67,All,40-44,71104
2021,67,All,45-49,75887
2021,67,All,50-54,78449
2021,67,All,55-59,79159
2021,67,All,60-64,73018
2021,67,All,65-69,66344
2021,67,All,70-74,56801
2021,67,All,75-79,35567
2021,67,All,80-84,30390
2021,67,All,85-89,20812
2021,67,All,90-94,9716
2021,67,All,95+,3084
2021,67,All,Total,1154712
2021,68,All,0-4,39383
2021,68,All,5-9,45173
2021,68,All,10-14,47386
2021,68,All,15-19,44290
2021,68,All,20-24,39407
2021,68,All,25-29,39532
2021,68,All,30-34,45961
2021,68,All,35-39,48084
2021,68,All,40-44,47642
2021,68,All,45-49,52391
2021,68,All,50-54,54703
2021,68,All,55-59,54595
2021,68,All,60-64,50570
2021,68,All,65-69,47222
2021,68,All,70-74,40912
2021,68,All,75-79,25733
2021,68,All,80-84,21352
2021,68,All,85-89,14720
2021,68,All,90-94,6817
2021,68,All,95+,1763
2021,68,All,Total,767636
2021,69,All,0-4,112052
2021,69,All,5-9,120726
2021,69,All,10-14,119058
2021,69,All,15-19,124903
2021,69,All,20-24,139696
2021,69,All,25-29,133119
2021,69,All,30-34,131537
2021,69,All,35-39,127348
2021,69,All,40-44,120214
2021,69,All,45-49,118981
2021,69,All,50-54,114990
2021,69,All,55-59,109128
2021,69,All,60-64,95065
2021,69,All,65-69,85350
2021,69,All,70-74,83856
2021,69,All,75-79,57999
2021,69,All,80-84,44870
2021,69,All,85-89,33517
2021,69,All,90-94,17544
2021,69,All,95+,5473
2021,69,All,Total,1895426
2021,70,All,0-4,11171
2021,70,All,5-9,13249
2021,70,All,10-14,15120
2021,70,All,15-19,13688
2021,70,All,20-24,10364
2021,70,All,25-29,10041
2021,70,All,30-34,11837
2021,70,All,35-39,13497
2021,70,All,40-44,13675
2021,70,All,45-49,15969
2021,70,All,50-54,16428
2021,70,All,55-59,16689
2021,70,All,60-64,16552
2021,70,All,65-69,15901
2021,70,All,70-74,15486
2021,70,All,75-79,8789
2021,70,All,80-84,7237
2021,70,All,85-89,4782
2021,70,All,90-94,2423
2021,70,All,95+,595
2021,70,All,Total,233493
2021,71,All,0-4,24661
2021,71,All,5-9,29990
2021,71,All,10-14,32512
2021,71,All,15-19,30866
2021,71,All,20-24,24257
2021,71,All,25-29,23235
2021,71,All,30-34,27330
2021,71,All,35-39,29987
2021,71,All,40-44,30023
2021,71,All,45-49,35112
2021,71,All,50-54,37183
2021,71,All,55-59,39190
2021,71,All,60-64,38715
2021,71,All,65-69,39022
2021,71,All,70-74,38459
2021,71,All,75-79,23925
2021,71,All,80-84,19693
2021,71,All,85-89,14948
2021,71,All,90-94,7803
2021,71,All,95+,2556
2021,71,All,Total,549467
2021,72,All,0-4,29085
2021,72,All,5-9,34300
2021,72,All,10-14,36938
2021,72,All,15-19,35805
2021,72,All,20-24,30892
2021,72,All,25-29,27274
2021,72,All,30-34,30038
2021,72,All,35-39,32072
2021,72,All,40-44,32793
2021,72,All,45-49,37439
2021,72,All,50-54,37131
2021,72,All,55-59,37405
2021,72,All,60-64,36624
2021,72,All,65-69,35451
2021,72,All,70-74,33200
2021,72,All,75-79,20108
2021,72,All,80-84,17389
2021,72,All,85-89,13688
2021,72,All,90-94,6994
2021,72,All,95+,2442
2021,72,All,Total,567068
2021,73,All,0-4,22676
2021,73,All,5-9,25620
2021,73,All,10-14,27793
2021,73,All,15-19,25949
2021,73,All,20-24,22538
2021,73,All,25-29,22504
2021,73,All,30-34,25964
2021,73,All,35-39,28055
2021,73,All,40-44,27985
2021,73,All,45-49,30228
2021,73,All,50-54,30904
2021,73,All,55-59,30154
2021,73,All,60-64,28346
2021,73,All,65-69,25964
2021,73,All,70-74,24481
2021,73,All,75-79,16055
2021,73,All,80-84,12024
2021,73,All,85-89,8967
2021,73,All,90-94,4318
2021,73,All,95+,1374
2021,73,All,Total,441899
2021,74,All,0-4,50190
2021,74,All,5-9,54094
2021,74,All,10-14,55002
2021,74,All,15-19,48324
2021,74,All,20-24,40598
2021,74,All,25-29,49306
2021,74,All,30-34,59107
2021,74,All,35-39,61388
2021,74,All,40-44,59431
2021,74,All,45-49,59645
2021,74,All,50-54,58336
2021,74,All,55-59,54864
2021,74,All,60-64,46347
2021,74,All,65-69,41227
2021,74,All,70-74,39187
2021,74,All,75-79,25931
2021,74,All,80-84,19050
2021,74,All,85-89,13314
2021,74,All,90-94,6433
2021,74,All,95+,1901
2021,74,All,Total,843675
2021,75,All,0-4,98775
2021,75,All,5-9,93263
2021,75,All,10-14,96632
2021,75,All,15-19,110393
2021,75,All,20-24,158196
2021,75,All,25-29,205798
2021,75,All,30-34,195358
2021,75,All,35-39,149579
2021,75,All,40-44,139078
2021,75,All,45-49,139185
2021,75,All,50-54,130978
2021,75,All,55-59,127484
2021,75,All,60-64,111739
2021,75,All,65-69,100536
2021,75,All,70-74,100268
2021,75,All,75-79,65805
2021,75,All,80-84,48781
2021,75,All,85-89,33643
2021,75,All,90-94,18280
2021,75,All,95+,7333
2021,75,All,Total,2131104
2021,76,All,0-4,67978
2021,76,All,5-9,76117
2021,76,All,10-14,78619
2021,76,All,15-19,80072
2021,76,All,20-24,76609
2021,76,All,25-29,70783
2021,76,All,30-34,75499
2021,76,All,35-39,77944
2021,76,All,40-44,72190
2021,76,All,45-49,78706
2021,76,All,50-54,79337
2021,76,All,55-59,80436
2021,76,All,60-64,78213
2021,76,All,65-69,75071
2021,76,All,70-74,69664
2021,76,All,75-79,40846
2021,76,All,80-84,34796
2021,76,All,85-89,25309
2021,76,All,90-94,12356
2021,76,All,95+,3789
2021,76,All,Total,1254334
2021,77,All,0-4,88423
2021,77,All,5-9,101050
2021,77,All,10-14,103619
2021,77,All,15-19,97137
2021,77,All,20-24,85678
2021,77,All,25-29,82100
2021,77,All,30-34,94288
2021,77,All,35-39,97489
2021,77,All,40-44,96704
2021,77,All,45-49,100102
2021,77,All,50-54,96635
2021,77,All,55-59,91632
2021,77,All,60-64,79253
2021,77,All,65-69,67787
2021,77,All,70-74,60889
2021,77,All,75-79,35479
2021,77,All,80-84,27187
2021,77,All,85-89,18864
2021,77,All,90-94,9031
2021,77,All,95+,2732
2021,77,All,Total,1436079
2021,78,All,0-4,88203
2021,78,All,5-9,99822
2021,78,All,10-14,102543
2021,78,All,15-19,95901
2021,78,All,20-24,81314
2021,78,All,25-29,80456
2021,78,All,30-34,88214
2021,78,All,35-39,94887
2021,78,All,40-44,98073
2021,78,All,45-49,103624
2021,78,All,50-54,98504
2021,78,All,55-59,94223
2021,78,All,60-64,80018
2021,78,All,65-69,67750
2021,78,All,70-74,64128
2021,78,All,75-79,42545
2021,78,All,80-84,33958
2021,78,All,85-89,23321
2021,78,All,90-94,11676
2021,78,All,95+,3692
2021,78,All,Total,1452852
2021,79,All,0-4,17739
2021,79,All,5-9,21241
2021,79,All,10-14,24204
2021,79,All,15-19,22229
2021,79,All,20-24,16610
2021,79,All,25-29,16569
2021,79,All,30-34,19092
2021,79,All,35-39,21457
2021,79,All,40-44,22361
2021,79,All,45-49,25451
2021,79,All,50-54,25550
2021,79,All,55-59,26324
2021,79,All,60-64,25900
2021,79,All,65-69,24591
2021,79,All,70-74,22984
2021,79,All,75-79,13877
2021,79,All,80-84,12300
2021,79,All,85-89,9441
2021,79,All,90-94,4903
2021,79,All,95+,1605
2021,79,All,Total,374428
2021,80,All,0-4,27933
2021,80,All,5-9,33092
2021,80,All,10-14,35458
2021,80,All,15-19,39045
2021,80,All,20-24,36289
2021,80,All,25-29,31631
2021,80,All,30-34,32935
2021,80,All,35-39,33877
2021,80,All,40-44,33360
2021,80,All,45-49,36842
2021,80,All,50-54,36849
2021,80,All,55-59,36159
2021,80,All,60-64,35380
2021,80,All,65-69,34107
2021,80,All,70-74,32356
2021,80,All,75-79,18463
2021,80,All,80-84,15192
2021,80,All,85-89,10911
2021,80,All,90-94,5323
2021,80,All,95+,1670
2021,80,All,Total,566872
2021,81,All,0-4,17454
2021,81,All,5-9,21352
2021,81,All,10-14,23410
2021,81,All,15-19,22742
2021,81,All,20-24,18158
2021,81,All,25-29,16326
2021,81,All,30-34,19005
2021,81,All,35-39,21765
2021,81,All,40-44,22948
2021,81,All,45-49,25497
2021,81,All,50-54,26938
2021,81,All,55-59,27171
2021,81,All,60-64,27136
2021,81,All,65-69,26414
2021,81,All,70-74,25783
2021,81,All,75-79,16474
2021,81,All,80-84,13928
2021,81,All,85-89,11544
2021,81,All,90-94,6204
2021,81,All,95+,2079
2021,81,All,Total,392328
2021,82,All,0-4,13030
2021,82,All,5-9,16258
2021,82,All,10-14,18019
2021,82,All,15-19,16067
2021,82,All,20-24,11720
2021,82,All,25-29,11399
2021,82,All,30-34,13761
2021,82,All,35-39,15650
2021,82,All,40-44,17052
2021,82,All,45-49,18028
2021,82,All,50-54,17753
2021,82,All,55-59,17742
2021,82,All,60-64,17002
2021,82,All,65-69,16605
2021,82,All,70-74,15586
2021,82,All,75-79,9663
2021,82,All,80-84,7717
2021,82,All,85-89,6113
2021,82,All,90-94,3133
2021,82,All,95+,1206
2021,82,All,Total,263504
2021,83,All,0-4,49673
2021,83,All,5-9,57211
2021,83,All,10-14,60454
2021,83,All,15-19,56938
2021,83,All,20-24,51868
2021,83,All,25-29,48968
2021,83,All,30-34,58015
2021,83,All,35-39,62655
2021,83,All,40-44,62164
2021,83,All,45-49,69205
2021,83,All,50-54,72639
2021,83,All,55-59,75350
2021,83,All,60-64,73484
2021,83,All,65-69,73569
2021,83,All,70-74,76660
2021,83,All,75-79,55397
2021,83,All,80-84,40929
2021,83,All,85-89,29382
2021,83,All,90-94,14377
2021,83,All,95+,5189
2021,83,All,Total,1094127
2021,84,All,0-4,30148
2021,84,All,5-9,33990
2021,84,All,10-14,35467
2021,84,All,15-19,32249
2021,84,All,20-24,26997
2021,84,All,25-29,27121
2021,84,All,30-34,31684
2021,84,All,35-39,33213
2021,84,All,40-44,33509
2021,84,All,45-49,36099
2021,84,All,50-54,37916
2021,84,All,55-59,38851
2021,84,All,60-64,36228
2021,84,All,65-69,34708
2021,84,All,70-74,33888
2021,84,All,75-79,23145
2021,84,All,80-84,16765
2021,84,All,85-89,12649
2021,84,All,90-94,6157
2021,84,All,95+,1916
2021,84,All,Total,562700
2021,85,All,0-4,32363
2021,85,All,5-9,39870
2021,85,All,10-14,44894
2021,85,All,15-19,41469
2021,85,All,20-24,29830
2021,85,All,25-29,29271
2021,85,All,30-34,34649
2021,85,All,35-39,40189
2021,85,All,40-44,42259
2021,85,All,45-49,45752
2021,85,All,50-54,45109
2021,85,All,55-59,45673
2021,85,All,60-64,48108
2021,85,All,65-69,49822
2021,85,All,70-74,49043
2021,85,All,75-79,27889
2021,85,All,80-84,23578
2021,85,All,85-89,17590
2021,85,All,90-94,8664
2021,85,All,95+,2548
2021,85,All,Total,698570
2021,86,All,0-4,21261
2021,86,All,5-9,24865
2021,86,All,10-14,26413
2021,86,All,15-19,28964
2021,86,All,20-24,29478
2021,86,All,25-29,23689
2021,86,All,30-34,24178
2021,86,All,35-39,25645
2021,86,All,40-44,25077
2021,86,All,45-49,27955
2021,86,All,50-54,27466
2021,86,All,55-59,27771
2021,86,All,60-64,27886
2021,86,All,65-69,27269
2021,86,All,70-74,25431
2021,86,All,75-79,15416
2021,86,All,80-84,13283
2021,86,All,85-89,10517
2021,86,All,90-94,5608
2021,86,All,95+,1989
2021,86,All,Total,440161
2021,87,All,0-4,16631
2021,87,All,5-9,19133
2021,87,All,10-14,20397
2021,87,All,15-19,21872
2021,87,All,20-24,21969
2021,87,All,25-29,18575
2021,87,All,30-34,18984
2021,87,All,35-39,20464
2021,87,All,40-44,20848
2021,87,All,45-49,23615
2021,87,All,50-54,24499
2021,87,All,55-59,24710
2021,87,All,60-64,24959
2021,87,All,65-69,25128
2021,87,All,70-74,25238
2021,87,All,75-79,15083
2021,87,All,80-84,12229
2021,87,All,85-89,10132
2021,87,All,90-94,5158
2021,87,All,95+,1863
2021,87,All,Total,371487
2021,88,All,0-4,16222
2021,88,All,5-9,18897
2021,88,All,10-14,21478
2021,88,All,15-19,20642
2021,88,All,20-24,16809
2021,88,All,25-29,16509
2021,88,All,30-34,18335
2021,88,All,35-39,20070
2021,88,All,40-44,20036
2021,88,All,45-49,22928
2021,88,All,50-54,24897
2021,88,All,55-59,26288
2021,88,All,60-64,26201
2021,88,All,65-69,25744
2021,88,All,70-74,24736
2021,88,All,75-79,13170
2021,88,All,80-84,12427
2021,88,All,85-89,8914
2021,88,All,90-94,4266
2021,88,All,95+,1346
2021,88,All,Total,359915
2021,89,All,0-4,16057
2021,89,All,5-9,18864
2021,89,All,10-14,20856
2021,89,All,15-19,18911
2021,89,All,20-24,13981
2021,89,All,25-29,14507
2021,89,All,30-34,17238
2021,89,All,35-39,19165
2021,89,All,40-44,18991
2021,89,All,45-49,21517
2021,89,All,50-54,22862
2021,89,All,55-59,22757
2021,89,All,60-64,23186
2021,89,All,65-69,22944
2021,89,All,70-74,22613
2021,89,All,75-79,13040
2021,89,All,80-84,11050
2021,89,All,85-89,8327
2021,89,All,90-94,4291
2021,89,All,95+,1463
2021,89,All,Total,332620
2021,90,All,0-4,7024
2021,90,All,5-9,7995
2021,90,All,10-14,8887
2021,90,All,15-19,9083
2021,90,All,20-24,8108
2021,90,All,25-29,7692
2021,90,All,30-34,7825
2021,90,All,35-39,8561
2021,90,All,40-44,8329
2021,90,All,45-49,9121
2021,90,All,50-54,9565
2021,90,All,55-59,9134
2021,90,All,60-64,8784
2021,90,All,65-69,8128
2021,90,All,70-74,7572
2021,90,All,75-79,4521
2021,90,All,80-84,3904
2021,90,All,85-89,2891
2021,90,All,90-94,1405
2021,90,All,95+,447
2021,90,All,Total,138976
2021,91,All,0-4,84395
2021,91,All,5-9,91430
2021,91,All,10-14,91506
2021,91,All,15-19,85898
2021,91,All,20-24,82729
2021,91,All,25-29,79213
2021,91,All,30-34,86091
2021,91,All,35-39,86572
2021,91,All,40-44,85712
2021,91,All,45-49,90469
2021,91,All,50-54,85402
2021,91,All,55-59,83063
2021,91,All,60-64,70963
2021,91,All,65-69,57462
2021,91,All,70-74,53430
2021,91,All,75-79,34550
2021,91,All,80-84,27755
2021,91,All,85-89,20019
2021,91,All,90-94,9416
2021,91,All,95+,2817
2021,91,All,Total,1308892
2021,92,All,0-4,99738
2021,92,All,5-9,102897
2021,92,All,10-14,100347
2021,92,All,15-19,96788
2021,92,All,20-24,101302
2021,92,All,25-29,112644
2021,92,All,30-34,122729
2021,92,All,35-39,120766
2021,92,All,40-44,116431
2021,92,All,45-49,114175
2021,92,All,50-54,105632
2021,92,All,55-59,100401
2021,92,All,60-64,83349
2021,92,All,65-69,68651
2021,92,All,70-74,65222
2021,92,All,75-79,42677
2021,92,All,80-84,33989
2021,92,All,85-89,25265
2021,92,All,90-94,13322
2021,92,All,95+,4845
2021,92,All,Total,1631170
2021,93,All,0-4,122904
2021,93,All,5-9,127586
2021,93,All,10-14,120048
2021,93,All,15-19,111753
2021,93,All,20-24,107409
2021,93,All,25-29,112486
2021,93,All,30-34,125914
2021,93,All,35-39,124138
2021,93,All,40-44,118363
2021,93,All,45-49,109963
2021,93,All,50-54,101249
2021,93,All,55-59,94376
2021,93,All,60-64,80871
