year,department,sex,age_group,value
2012,68,All,65-69,32137
2012,68,All,70-74,28432
2012,68,All,75-79,25901
2012,68,All,80-84,20963
2012,68,All,85-89,11868
2012,68,All,90-94,4123
2012,68,All,95+,954
2012,68,All,Total,755202
2012,69,All,0-4,120214
2012,69,All,5-9,110812
2012,69,All,10-14,105642
2012,69,All,15-19,118204
2012,69,All,20-24,139823
2012,69,All,25-29,128130
2012,69,All,30-34,123348
2012,69,All,35-39,117563
2012,69,All,40-44,117817
2012,69,All,45-49,115027
2012,69,All,50-54,105101
2012,69,All,55-59,97108
2012,69,All,60-64,94447
2012,69,All,65-69,72889
2012,69,All,70-74,57492
2012,69,All,75-79,53359
2012,69,All,80-84,44335
2012,69,All,85-89,28024
2012,69,All,90-94,10481
2012,69,All,95+,3050
2012,69,All,Total,1762866
2012,70,All,0-4,14048
2012,70,All,5-9,15082
2012,70,All,10-14,15245
2012,70,All,15-19,13011
2012,70,All,20-24,10908
2012,70,All,25-29,12337
2012,70,All,30-34,13548
2012,70,All,35-39,15529
2012,70,All,40-44,16623
2012,70,All,45-49,16907
2012,70,All,50-54,17074
2012,70,All,55-59,16843
2012,70,All,60-64,17420
2012,70,All,65-69,12194
2012,70,All,70-74,9650
2012,70,All,75-79,9067
2012,70,All,80-84,7410
2012,70,All,85-89,4704
2012,70,All,90-94,1691
2012,70,All,95+,459
2012,70,All,Total,239750
2012,71,All,0-4,29474
2012,71,All,5-9,31718
2012,71,All,10-14,32618
2012,71,All,15-19,29019
2012,71,All,20-24,25112
2012,71,All,25-29,27157
2012,71,All,30-34,29472
2012,71,All,35-39,32735
2012,71,All,40-44,37365
2012,71,All,45-49,38909
2012,71,All,50-54,38775
2012,71,All,55-59,39482
2012,71,All,60-64,41403
2012,71,All,65-69,30525
2012,71,All,70-74,25431
2012,71,All,75-79,24672
2012,71,All,80-84,20791
2012,71,All,85-89,13768
2012,71,All,90-94,5242
2012,71,All,95+,1371
2012,71,All,Total,555039
2012,72,All,0-4,34949
2012,72,All,5-9,36844
2012,72,All,10-14,36319
2012,72,All,15-19,34064
2012,72,All,20-24,30379
2012,72,All,25-29,30498
2012,72,All,30-34,32407
2012,72,All,35-39,36287
2012,72,All,40-44,38513
2012,72,All,45-49,38793
2012,72,All,50-54,37817
2012,72,All,55-59,37472
2012,72,All,60-64,36997
2012,72,All,65-69,25588
2012,72,All,70-74,22136
2012,72,All,75-79,22298
2012,72,All,80-84,18172
2012,72,All,85-89,12011
2012,72,All,90-94,4578
2012,72,All,95+,1260
2012,72,All,Total,567382
2012,73,All,0-4,24809
2012,73,All,5-9,25646
2012,73,All,10-14,26460
2012,73,All,15-19,24626
2012,73,All,20-24,23918
2012,73,All,25-29,23943
2012,73,All,30-34,25904
2012,73,All,35-39,27826
2012,73,All,40-44,30908
2012,73,All,45-49,30801
2012,73,All,50-54,29235
2012,73,All,55-59,27242
2012,73,All,60-64,26715
2012,73,All,65-69,20011
2012,73,All,70-74,15568
2012,73,All,75-79,14637
2012,73,All,80-84,11537
2012,73,All,85-89,7660
2012,73,All,90-94,2882
2012,73,All,95+,777
2012,73,All,Total,421105
2012,74,All,0-4,48521
2012,74,All,5-9,49773
2012,74,All,10-14,48390
2012,74,All,15-19,43925
2012,74,All,20-24,40772
2012,74,All,25-29,48972
2012,74,All,30-34,53228
2012,74,All,35-39,55683
2012,74,All,40-44,58657
2012,74,All,45-49,57362
2012,74,All,50-54,50110
2012,74,All,55-59,46030
2012,74,All,60-64,43973
2012,74,All,65-69,32929
2012,74,All,70-74,24463
2012,74,All,75-79,21149
2012,74,All,80-84,16809
2012,74,All,85-89,10597
2012,74,All,90-94,4004
2012,74,All,95+,1154
2012,74,All,Total,756501
2012,75,All,0-4,122137
2012,75,All,5-9,105079
2012,75,All,10-14,101785
2012,75,All,15-19,116888
2012,75,All,20-24,189251
2012,75,All,25-29,217819
2012,75,All,30-34,194736
2012,75,All,35-39,172549
2012,75,All,40-44,154598
2012,75,All,45-49,146164
2012,75,All,50-54,134896
2012,75,All,55-59,127742
2012,75,All,60-64,127591
2012,75,All,65-69,94223
2012,75,All,70-74,68276
2012,75,All,75-79,60663
2012,75,All,80-84,50955
2012,75,All,85-89,35506
2012,75,All,90-94,15251
2012,75,All,95+,4512
2012,75,All,Total,2240621
2012,76,All,0-4,77661
2012,76,All,5-9,77364
2012,76,All,10-14,78692
2012,76,All,15-19,80041
2012,76,All,20-24,83138
2012,76,All,25-29,79262
2012,76,All,30-34,74076
2012,76,All,35-39,77599
2012,76,All,40-44,83711
2012,76,All,45-49,84334
2012,76,All,50-54,84825
2012,76,All,55-59,83744
2012,76,All,60-64,79307
2012,76,All,65-69,55590
2012,76,All,70-74,44028
2012,76,All,75-79,42841
2012,76,All,80-84,34575
2012,76,All,85-89,22450
2012,76,All,90-94,8481
2012,76,All,95+,2212
2012,76,All,Total,1253931
2012,77,All,0-4,97135
2012,77,All,5-9,98440
2012,77,All,10-14,97071
2012,77,All,15-19,87667
2012,77,All,20-24,86195
2012,77,All,25-29,87695
2012,77,All,30-34,90691
2012,77,All,35-39,97480
2012,77,All,40-44,101356
2012,77,All,45-49,99335
2012,77,All,50-54,91058
2012,77,All,55-59,82682
2012,77,All,60-64,74918
2012,77,All,65-69,48327
2012,77,All,70-74,35179
2012,77,All,75-79,31458
2012,77,All,80-84,24043
2012,77,All,85-89,15242
2012,77,All,90-94,6214
2012,77,All,95+,1760
2012,77,All,Total,1353946
2012,78,All,0-4,97002
2012,78,All,5-9,98036
2012,78,All,10-14,96612
2012,78,All,15-19,91809
2012,78,All,20-24,85038
2012,78,All,25-29,85714
2012,78,All,30-34,92620
2012,78,All,35-39,99493
2012,78,All,40-44,103216
2012,78,All,45-49,103402
2012,78,All,50-54,95101
2012,78,All,55-59,86749
2012,78,All,60-64,80732
2012,78,All,65-69,57338
2012,78,All,70-74,43654
2012,78,All,75-79,38580
2012,78,All,80-84,29709
2012,78,All,85-89,18234
2012,78,All,90-94,7180
2012,78,All,95+,2137
2012,78,All,Total,1412356
2012,79,All,0-4,21234
2012,79,All,5-9,23032
2012,79,All,10-14,22888
2012,79,All,15-19,19325
2012,79,All,20-24,17007
2012,79,All,25-29,18996
2012,79,All,30-34,20967
2012,79,All,35-39,23749
2012,79,All,40-44,25281
2012,79,All,45-49,26506
2012,79,All,50-54,26139
2012,79,All,55-59,25504
2012,79,All,60-64,25513
2012,79,All,65-69,18183
2012,79,All,70-74,15383
2012,79,All,75-79,15702
2012,79,All,80-84,12972
2012,79,All,85-89,8885
2012,79,All,90-94,3326
2012,79,All,95+,991
2012,79,All,Total,371583
2012,80,All,0-4,34219
2012,80,All,5-9,35586
2012,80,All,10-14,35763
2012,80,All,15-19,35948
2012,80,All,20-24,38462
2012,80,All,25-29,34887
2012,80,All,30-34,34216
2012,80,All,35-39,36703
2012,80,All,40-44,39029
2012,80,All,45-49,38560
2012,80,All,50-54,37671
2012,80,All,55-59,37086
2012,80,All,60-64,37344
2012,80,All,65-69,25641
2012,80,All,70-74,19841
2012,80,All,75-79,19265
2012,80,All,80-84,16174
2012,80,All,85-89,10162
2012,80,All,90-94,3637
2012,80,All,95+,960
2012,80,All,Total,571154
2012,81,All,0-4,20060
2012,81,All,5-9,21565
2012,81,All,10-14,22253
2012,81,All,15-19,20613
2012,81,All,20-24,17590
2012,81,All,25-29,17510
2012,81,All,30-34,20434
2012,81,All,35-39,22284
2012,81,All,40-44,25589
2012,81,All,45-49,26798
2012,81,All,50-54,26189
2012,81,All,55-59,26316
2012,81,All,60-64,27095
2012,81,All,65-69,20123
2012,81,All,70-74,16701
2012,81,All,75-79,17387
2012,81,All,80-84,15050
2012,81,All,85-89,10433
2012,81,All,90-94,3899
2012,81,All,95+,1058
2012,81,All,Total,378947
2012,82,All,0-4,15135
2012,82,All,5-9,15797
2012,82,All,10-14,15618
2012,82,All,15-19,12988
2012,82,All,20-24,11042
2012,82,All,25-29,12295
2012,82,All,30-34,14694
2012,82,All,35-39,16279
2012,82,All,40-44,17164
2012,82,All,45-49,17604
2012,82,All,50-54,16781
2012,82,All,55-59,16336
2012,82,All,60-64,16677
2012,82,All,65-69,12431
2012,82,All,70-74,9816
2012,82,All,75-79,9685
2012,82,All,80-84,8499
2012,82,All,85-89,5528
2012,82,All,90-94,2106
2012,82,All,95+,496
2012,82,All,Total,246971
2012,83,All,0-4,53071
2012,83,All,5-9,54637
2012,83,All,10-14,58858
2012,83,All,15-19,55305
2012,83,All,20-24,51926
2012,83,All,25-29,52620
2012,83,All,30-34,54323
2012,83,All,35-39,60102
2012,83,All,40-44,68020
2012,83,All,45-49,71569
2012,83,All,50-54,68071
2012,83,All,55-59,66988
2012,83,All,60-64,73568
2012,83,All,65-69,64603
2012,83,All,70-74,50324
2012,83,All,75-79,45629
2012,83,All,80-84,36026
2012,83,All,85-89,24037
2012,83,All,90-94,9383
2012,83,All,95+,2609
2012,83,All,Total,1021669
2012,84,All,0-4,32910
2012,84,All,5-9,32682
2012,84,All,10-14,34233
2012,84,All,15-19,32573
2012,84,All,20-24,29492
2012,84,All,25-29,29980
2012,84,All,30-34,31203
2012,84,All,35-39,32628
2012,84,All,40-44,38066
2012,84,All,45-49,38821
2012,84,All,50-54,36379
2012,84,All,55-59,36128
2012,84,All,60-64,37051
2012,84,All,65-69,29108
2012,84,All,70-74,22275
2012,84,All,75-79,20691
2012,84,All,80-84,16357
2012,84,All,85-89,10447
2012,84,All,90-94,4219
2012,84,All,95+,1071
2012,84,All,Total,546314
2012,85,All,0-4,39535
2012,85,All,5-9,41353
2012,85,All,10-14,39931
2012,85,All,15-19,33649
2012,85,All,20-24,29875
2012,85,All,25-29,33782
2012,85,All,30-34,38107
2012,85,All,35-39,41434
2012,85,All,40-44,43160
2012,85,All,45-49,43745
2012,85,All,50-54,42915
2012,85,All,55-59,43250
2012,85,All,60-64,47738
2012,85,All,65-69,33736
2012,85,All,70-74,28303
2012,85,All,75-79,26941
2012,85,All,80-84,21258
2012,85,All,85-89,13931
2012,85,All,90-94,4908
2012,85,All,95+,1350
2012,85,All,Total,648901
2012,86,All,0-4,24429
2012,86,All,5-9,25177
2012,86,All,10-14,24631
2012,86,All,15-19,26527
2012,86,All,20-24,30161
2012,86,All,25-29,25308
2012,86,All,30-34,24826
2012,86,All,35-39,26170
2012,86,All,40-44,27859
2012,86,All,45-49,28020
2012,86,All,50-54,28710
2012,86,All,55-59,29066
2012,86,All,60-64,28290
2012,86,All,65-69,19884
2012,86,All,70-74,16614
2012,86,All,75-79,16443
2012,86,All,80-84,13728
2012,86,All,85-89,9365
2012,86,All,90-94,3696
2012,86,All,95+,1114
2012,86,All,Total,430018
2012,87,All,0-4,19796
2012,87,All,5-9,19996
2012,87,All,10-14,20046
2012,87,All,15-19,21115
2012,87,All,20-24,22684
2012,87,All,25-29,19757
2012,87,All,30-34,20890
2012,87,All,35-39,23080
2012,87,All,40-44,25053
2012,87,All,45-49,24928
2012,87,All,50-54,25115
2012,87,All,55-59,26186
2012,87,All,60-64,27363
2012,87,All,65-69,19664
2012,87,All,70-74,15646
2012,87,All,75-79,16269
2012,87,All,80-84,13916
2012,87,All,85-89,9783
2012,87,All,90-94,3564
2012,87,All,95+,1018
2012,87,All,Total,375869
2012,88,All,0-4,20579
2012,88,All,5-9,22279
2012,88,All,10-14,23570
2012,88,All,15-19,21671
2012,88,All,20-24,18784
2012,88,All,25-29,19590
2012,88,All,30-34,20726
2012,88,All,35-39,22761
2012,88,All,40-44,25614
2012,88,All,45-49,26979
2012,88,All,50-54,26762
2012,88,All,55-59,27019
2012,88,All,60-64,27664
2012,88,All,65-69,18567
2012,88,All,70-74,15580
2012,88,All,75-79,15175
2012,88,All,80-84,12636
2012,88,All,85-89,7784
2012,88,All,90-94,2804
2012,88,All,95+,738
2012,88,All,Total,377282
2012,89,All,0-4,19588
2012,89,All,5-9,20597
2012,89,All,10-14,21598
2012,89,All,15-19,18323
2012,89,All,20-24,15615
2012,89,All,25-29,17251
2012,89,All,30-34,18738
2012,89,All,35-39,20663
2012,89,All,40-44,23051
2012,89,All,45-49,23447
2012,89,All,50-54,23512
2012,89,All,55-59,24009
2012,89,All,60-64,25352
2012,89,All,65-69,17537
2012,89,All,70-74,14431
2012,89,All,75-79,14117
2012,89,All,80-84,11939
2012,89,All,85-89,8198
2012,89,All,90-94,3068
2012,89,All,95+,868
2012,89,All,Total,341902
2012,90,All,0-4,9090
2012,90,All,5-9,9005
2012,90,All,10-14,8701
2012,90,All,15-19,8462
2012,90,All,20-24,9830
2012,90,All,25-29,9331
2012,90,All,30-34,9118
2012,90,All,35-39,9320
2012,90,All,40-44,9985
2012,90,All,45-49,9674
2012,90,All,50-54,9788
2012,90,All,55-59,9040
2012,90,All,60-64,9123
2012,90,All,65-69,6067
2012,90,All,70-74,5123
2012,90,All,75-79,4928
2012,90,All,80-84,3823
2012,90,All,85-89,2447
2012,90,All,90-94,831
2012,90,All,95+,254
2012,90,All,Total,143940
2012,91,All,0-4,89684
2012,91,All,5-9,86435
2012,91,All,10-14,83953
2012,91,All,15-19,79943
2012,91,All,20-24,81991
2012,91,All,25-29,80698
2012,91,All,30-34,83413
2012,91,All,35-39,87720
2012,91,All,40-44,88599
2012,91,All,45-49,89754
2012,91,All,50-54,82843
2012,91,All,55-59,72258
2012,91,All,60-64,67258
2012,91,All,65-69,47177
2012,91,All,70-74,36627
2012,91,All,75-79,33198
2012,91,All,80-84,24090
2012,91,All,85-89,14455
2012,91,All,90-94,5680
2012,91,All,95+,1731
2012,91,All,Total,1237507
2012,92,All,0-4,115121
2012,92,All,5-9,102722
2012,92,All,10-14,94344
2012,92,All,15-19,90242
2012,92,All,20-24,102277
2012,92,All,25-29,119190
2012,92,All,30-34,126156
2012,92,All,35-39,126590
2012,92,All,40-44,116997
2012,92,All,45-49,111821
2012,92,All,50-54,98031
2012,92,All,55-59,87117
2012,92,All,60-64,80177
2012,92,All,65-69,57378
2012,92,All,70-74,43890
2012,92,All,75-79,41181
2012,92,All,80-84,35511
2012,92,All,85-89,24531
2012,92,All,90-94,9927
2012,92,All,95+,3231
2012,92,All,Total,1586434
2012,93,All,0-4,128480
2012,93,All,5-9,115049
2012,93,All,10-14,103112
2012,93,All,15-19,97646
2012,93,All,20-24,109001
2012,93,All,25-29,114929
2012,93,All,30-34,118291
2012,93,All,35-39,113230
2012,93,All,40-44,107899
2012,93,All,45-49,104977
2012,93,All,50-54,95000
2012,93,All,55-59,88895
2012,93,All,60-64,74714
2012,93,All,65-69,47852
2012,93,All,70-74,36833
2012,93,All,75-79,34230
2012,93,All,80-84,26061
2012,93,All,85-89,15404
2012,93,All,90-94,5518
2012,93,All,95+,1605
2012,93,All,Total,1538726
2012,94,All,0-4,95200
2012,94,All,5-9,88543
2012,94,All,10-14,82281
2012,94,All,15-19,80656
2012,94,All,20-24,91688
2012,94,All,25-29,98308
2012,94,All,30-34,99884
2012,94,All,35-39,98584
2012,94,All,40-44,96357
2012,94,All,45-49,95566
2012,94,All,50-54,86656
2012,94,All,55-59,77653
2012,94,All,60-64,71140
2012,94,All,65-69,48668
2012,94,All,70-74,37801
2012,94,All,75-79,35755
2012,94,All,80-84,29129
2012,94,All,85-89,18576
2012,94,All,90-94,7367
2012,94,All,95+,2019
2012,94,All,Total,1341831
2012,95,All,0-4,90456
2012,95,All,5-9,86066
2012,95,All,10-14,81763
2012,95,All,15-19,79879
2012,95,All,20-24,82363
2012,95,All,25-29,79841
2012,95,All,30-34,82782
2012,95,All,35-39,83605
2012,95,All,40-44,82139
2012,95,All,45-49,84324
2012,95,All,50-54,79853
2012,95,All,55-59,73342
2012,95,All,60-64,62678
2012,95,All,65-69,40402
2012,95,All,70-74,29944
2012,95,All,75-79,27179
2012,95,All,80-84,20999
2012,95,All,85-89,13086
2012,95,All,90-94,5058
2012,95,All,95+,1322
2012,95,All,Total,1187081
2013,01,All,0-4,40536
2013,01,All,5-9,43297
2013,01,All,10-14,42820
2013,01,All,15-19,36240
2013,01,All,20-24,31040
2013,01,All,25-29,35237
2013,01,All,30-34,39852
2013,01,All,35-39,41950
2013,01,All,40-44,47755
2013,01,All,45-49,46460
2013,01,All,50-54,41783
2013,01,All,55-59,38648
2013,01,All,60-64,36845
2013,01,All,65-69,28806
2013,01,All,70-74,20289
2013,01,All,75-79,17863
2013,01,All,80-84,14946
2013,01,All,85-89,9910
2013,01,All,90-94,4307
2013,01,All,95+,913
2013,01,All,Total,619497
2013,02,All,0-4,34087
2013,02,All,5-9,35102
2013,02,All,10-14,36460
2013,02,All,15-19,31636
2013,02,All,20-24,29037
2013,02,All,25-29,30572
2013,02,All,30-34,32049
2013,02,All,35-39,32760
2013,02,All,40-44,36724
2013,02,All,45-49,37177
2013,02,All,50-54,37182
2013,02,All,55-59,36791
2013,02,All,60-64,36769
2013,02,All,65-69,26393
2013,02,All,70-74,18339
2013,02,All,75-79,18503
2013,02,All,80-84,15997
2013,02,All,85-89,9958
2013,02,All,90-94,3813
2013,02,All,95+,718
2013,02,All,Total,540067
2013,03,All,0-4,16851
2013,03,All,5-9,18372
2013,03,All,10-14,19406
2013,03,All,15-19,17649
2013,03,All,20-24,15478
2013,03,All,25-29,15685
2013,03,All,30-34,17387
2013,03,All,35-39,18984
2013,03,All,40-44,22528
2013,03,All,45-49,23488
2013,03,All,50-54,24043
2013,03,All,55-59,24513
2013,03,All,60-64,26326
2013,03,All,65-69,21441
2013,03,All,70-74,16273
2013,03,All,75-79,16245
2013,03,All,80-84,14337
2013,03,All,85-89,9463
2013,03,All,90-94,4056
2013,03,All,95+,906
2013,03,All,Total,343431
2013,04,All,0-4,8158
2013,04,All,5-9,9017
2013,04,All,10-14,9905
2013,04,All,15-19,8396
2013,04,All,20-24,7108
2013,04,All,25-29,7457
2013,04,All,30-34,8142
2013,04,All,35-39,8969
2013,04,All,40-44,10724
2013,04,All,45-49,11730
2013,04,All,50-54,11777
2013,04,All,55-59,11372
2013,04,All,60-64,11952
2013,04,All,65-69,10564
2013,04,All,70-74,7961
2013,04,All,75-79,7007
2013,04,All,80-84,5844
2013,04,All,85-89,3759
2013,04,All,90-94,1658
2013,04,All,95+,416
2013,04,All,Total,161916
2013,05,All,0-4,7350
2013,05,All,5-9,8122
2013,05,All,10-14,8601
2013,05,All,15-19,7509
2013,05,All,20-24,5950
2013,05,All,25-29,6844
2013,05,All,30-34,7641
2013,05,All,35-39,8298
2013,05,All,40-44,9904
2013,05,All,45-49,10029
2013,05,All,50-54,10095
2013,05,All,55-59,9889
2013,05,All,60-64,9714
2013,05,All,65-69,8272
2013,05,All,70-74,6161
2013,05,All,75-79,5493
2013,05,All,80-84,4559
2013,05,All,85-89,3028
2013,05,All,90-94,1536
2013,05,All,95+,284
2013,05,All,Total,139279
2013,06,All,0-4,57172
2013,06,All,5-9,56181
2013,06,All,10-14,58384
2013,06,All,15-19,59502
2013,06,All,20-24,60005
2013,06,All,25-29,58879
2013,06,All,30-34,63152
2013,06,All,35-39,65170
2013,06,All,40-44,73501
2013,06,All,45-49,76983
2013,06,All,50-54,72229
2013,06,All,55-59,67088
2013,06,All,60-64,68711
2013,06,All,65-69,64278
2013,06,All,70-74,50676
2013,06,All,75-79,46075
2013,06,All,80-84,39836
2013,06,All,85-89,27415
2013,06,All,90-94,12245
2013,06,All,95+,3289
2013,06,All,Total,1080771
2013,07,All,0-4,17507
2013,07,All,5-9,19175
2013,07,All,10-14,19956
2013,07,All,15-19,16662
2013,07,All,20-24,13703
2013,07,All,25-29,14778
2013,07,All,30-34,17186
2013,07,All,35-39,18871
2013,07,All,40-44,22285
2013,07,All,45-49,23163
2013,07,All,50-54,22109
2013,07,All,55-59,22135
2013,07,All,60-64,23440
2013,07,All,65-69,19637
2013,07,All,70-74,14195
2013,07,All,75-79,12766
2013,07,All,80-84,11187
2013,07,All,85-89,7576
2013,07,All,90-94,3292
2013,07,All,95+,756
2013,07,All,Total,320379
2013,08,All,0-4,16701
2013,08,All,5-9,17683
2013,08,All,10-14,18315
2013,08,All,15-19,16171
2013,08,All,20-24,14577
2013,08,All,25-29,15576
2013,08,All,30-34,16254
2013,08,All,35-39,17140
2013,08,All,40-44,19316
2013,08,All,45-49,19842
2013,08,All,50-54,20123
2013,08,All,55-59,19716
2013,08,All,60-64,19285
2013,08,All,65-69,13853
2013,08,All,70-74,10291
2013,08,All,75-79,10331
2013,08,All,80-84,8490
2013,08,All,85-89,5017
2013,08,All,90-94,1907
2013,08,All,95+,319
2013,08,All,Total,280907
2013,09,All,0-4,7681
2013,09,All,5-9,8505
2013,09,All,10-14,8788
2013,09,All,15-19,7522
2013,09,All,20-24,6478
2013,09,All,25-29,6721
2013,09,All,30-34,8160
2013,09,All,35-39,8779
2013,09,All,40-44,10193
2013,09,All,45-49,10626
2013,09,All,50-54,11051
2013,09,All,55-59,11064
2013,09,All,60-64,11555
2013,09,All,65-69,9446
2013,09,All,70-74,6764
2013,09,All,75-79,6813
2013,09,All,80-84,6168
2013,09,All,85-89,4106
2013,09,All,90-94,1908
2013,09,All,95+,356
2013,09,All,Total,152684
2013,10,All,0-4,18862
2013,10,All,5-9,19179
2013,10,All,10-14,18695
2013,10,All,15-19,17977
2013,10,All,20-24,17316
2013,10,All,25-29,17292
2013,10,All,30-34,18101
2013,10,All,35-39,18253
2013,10,All,40-44,20489
2013,10,All,45-49,20475
2013,10,All,50-54,20490
2013,10,All,55-59,20144
2013,10,All,60-64,20991
2013,10,All,65-69,16241
2013,10,All,70-74,11709
2013,10,All,75-79,11320
2013,10,All,80-84,9548
2013,10,All,85-89,6128
2013,10,All,90-94,2763
2013,10,All,95+,608
2013,10,All,Total,306581
2013,11,All,0-4,19352
2013,11,All,5-9,20858
2013,11,All,10-14,21807
2013,11,All,15-19,19580
2013,11,All,20-24,16358
2013,11,All,25-29,17134
2013,11,All,30-34,19026
2013,11,All,35-39,20777
2013,11,All,40-44,25014
2013,11,All,45-49,25279
2013,11,All,50-54,24539
2013,11,All,55-59,24797
2013,11,All,60-64,26886
2013,11,All,65-69,23619
2013,11,All,70-74,16614
2013,11,All,75-79,15562
2013,11,All,80-84,13973
2013,11,All,85-89,8940
2013,11,All,90-94,3890
2013,11,All,95+,872
2013,11,All,Total,364877
2013,12,All,0-4,13571
2013,12,All,5-9,15127
2013,12,All,10-14,15505
2013,12,All,15-19,13572
2013,12,All,20-24,11568
2013,12,All,25-29,12290
2013,12,All,30-34,14429
2013,12,All,35-39,15366
2013,12,All,40-44,18299
2013,12,All,45-49,19216
2013,12,All,50-54,19600
2013,12,All,55-59,19457
2013,12,All,60-64,20741
2013,12,All,65-69,16842
2013,12,All,70-74,13355
2013,12,All,75-79,14037
2013,12,All,80-84,12268
2013,12,All,85-89,8264
2013,12,All,90-94,3395
2013,12,All,95+,838
2013,12,All,Total,277740
2013,13,All,0-4,121487
2013,13,All,5-9,119460
2013,13,All,10-14,119151
2013,13,All,15-19,122062
2013,13,All,20-24,127995
2013,13,All,25-29,118035
2013,13,All,30-34,124267
2013,13,All,35-39,124569
2013,13,All,40-44,138931
2013,13,All,45-49,138140
2013,13,All,50-54,130777
2013,13,All,55-59,124179
2013,13,All,60-64,121582
2013,13,All,65-69,102583
2013,13,All,70-74,77311
2013,13,All,75-79,68368
2013,13,All,80-84,57340
2013,13,All,85-89,37154
2013,13,All,90-94,16023
2013,13,All,95+,3763
2013,13,All,Total,1993177
2013,14,All,0-4,39855
2013,14,All,5-9,42484
2013,14,All,10-14,43388
2013,14,All,15-19,44915
2013,14,All,20-24,42272
2013,14,All,25-29,39088
2013,14,All,30-34,40598
2013,14,All,35-39,41255
2013,14,All,40-44,45975
2013,14,All,45-49,45500
2013,14,All,50-54,45247
2013,14,All,55-59,46914
2013,14,All,60-64,46948
2013,14,All,65-69,35127
2013,14,All,70-74,25325
2013,14,All,75-79,24364
2013,14,All,80-84,20679
2013,14,All,85-89,13199
2013,14,All,90-94,5620
2013,14,All,95+,1192
2013,14,All,Total,689945
2013,15,All,0-4,6510
2013,15,All,5-9,7418
2013,15,All,10-14,7608
2013,15,All,15-19,6724
2013,15,All,20-24,6018
2013,15,All,25-29,6494
2013,15,All,30-34,7498
2013,15,All,35-39,8233
2013,15,All,40-44,9614
2013,15,All,45-49,10564
2013,15,All,50-54,10749
2013,15,All,55-59,11233
2013,15,All,60-64,11663
2013,15,All,65-69,9200
2013,15,All,70-74,7023
2013,15,All,75-79,7460
2013,15,All,80-84,6452
2013,15,All,85-89,4302
2013,15,All,90-94,1790
2013,15,All,95+,482
2013,15,All,Total,147035
2013,16,All,0-4,17954
2013,16,All,5-9,19284
2013,16,All,10-14,20400
2013,16,All,15-19,17844
2013,16,All,20-24,16895
2013,16,All,25-29,17704
2013,16,All,30-34,18509
2013,16,All,35-39,20273
2013,16,All,40-44,23575
2013,16,All,45-49,25160
2013,16,All,50-54,25015
2013,16,All,55-59,26129
